date,sarimax,lower,upper
2016-05-13 19:00:00,201.3036821313542,80.96507746767357,321.64228679503486
2016-05-13 20:00:00,179.32995861123584,51.23999796264201,307.41991925982967
2016-05-13 21:00:00,121.41911134788134,-14.002717040879872,256.84093973664255
2016-05-13 22:00:00,95.50151582853168,-42.806711404777374,233.80974306184072
2016-05-13 23:00:00,79.33976846792672,-60.539440571953435,219.21897750780687
2016-05-14 00:00:00,70.37527572670895,-70.27454778458495,211.02509923800284
2016-05-14 01:00:00,65.69730212490876,-75.34766621661322,206.74227046643074
2016-05-14 02:00:00,61.60233872007536,-79.6427256855309,202.8474031256816
2016-05-14 03:00:00,58.13987754306896,-83.20715354498373,199.48690863112165
2016-05-14 04:00:00,56.54070174880799,-84.85821874824869,197.93962224586465
2016-05-14 05:00:00,64.5895560618952,-76.83579550023822,206.0149076240286
2016-05-14 06:00:00,73.75598498042862,-67.68282832389448,215.19479828475173
2016-05-14 07:00:00,101.71109628086103,-39.7345743866168,243.15676694833886
2016-05-14 08:00:00,117.46548769674169,-23.983676095858726,258.9146514893421
2016-05-14 09:00:00,106.81046460413303,-34.64047863141222,248.26140783967827
2016-05-14 10:00:00,113.9157951796932,-27.53605453142346,255.36764489080986
2016-05-14 11:00:00,118.54614292856797,-22.90616855799601,259.99845441513196
2016-05-14 12:00:00,111.9046089514195,-29.547937772537153,253.35715567537616
2016-05-14 13:00:00,105.39488128140624,-36.05778527722026,246.84754784003275
2016-05-14 14:00:00,102.2415196791352,-39.21120792571614,243.69424728398653
2016-05-14 15:00:00,96.41953048545099,-45.03322821750592,237.8722891884079
2016-05-14 16:00:00,126.51552976510129,-14.937244779868564,267.9683043100712
2016-05-14 17:00:00,183.12636934529104,41.67358673752025,324.5791519530618
2016-05-14 18:00:00,176.8127482024562,35.35996148451622,318.26553492039614
2016-05-14 19:00:00,134.16953095670857,13.83093186848643,254.5081300449307
2016-05-14 20:00:00,110.50878479610296,-17.581170344580272,238.5987399367862
2016-05-14 21:00:00,76.22781161166017,-59.19401098822834,211.6496342115487
2016-05-14 22:00:00,62.090568447269746,-76.21765291283752,200.398789807377
2016-05-14 23:00:00,56.31372798716873,-83.56547512705848,196.19293110139594
2016-05-15 00:00:00,53.88668540517839,-86.76313215571872,194.5365029660755
2016-05-15 01:00:00,54.23270246475961,-86.81225991346393,195.27766484298314
2016-05-15 02:00:00,53.41814614526952,-87.82691229053721,194.66320458107623
2016-05-15 03:00:00,52.43644103641413,-88.91058407851847,193.78346615134672
2016-05-15 04:00:00,52.5664922244861,-88.83242229776164,193.96540674673383
2016-05-15 05:00:00,61.28070794646499,-80.14463763999899,202.70605353292896
2016-05-15 06:00:00,71.17757754748449,-70.26122978073089,212.61638487569985
2016-05-15 07:00:00,100.73729023291858,-40.70837445822826,242.18295492406543
2016-05-15 08:00:00,117.11468311706922,-24.3344746990865,258.5638409332249
2016-05-15 09:00:00,106.56905607890769,-34.88188118013491,248.0199933379503
2016-05-15 10:00:00,115.3887761095005,-26.063067625084045,256.84061984408504
2016-05-15 11:00:00,117.16172070337845,-24.29058480663838,258.6140262133953
2016-05-15 12:00:00,111.84285619343196,-29.6096845539699,253.29539694083383
2016-05-15 13:00:00,105.55716831002181,-35.89549227204614,247.00982889208976
2016-05-15 14:00:00,102.30094432425948,-39.15177730403191,243.75366595255088
2016-05-15 15:00:00,97.84488015736603,-43.60787256903909,239.29763288377114
2016-05-15 16:00:00,125.76832283549768,-15.684445732925013,267.22109140392035
2016-05-15 17:00:00,185.73597824966782,44.28320161778004,327.1887548815556
2016-05-15 18:00:00,176.31474302171856,34.86196227957291,317.76752376386423
2016-05-15 19:00:00,106.65989312099258,-13.678700887151663,226.99848712913683
2016-05-15 20:00:00,84.12588897658817,-43.96406114556267,212.21583909873902
2016-05-15 21:00:00,59.94848247453691,-75.47333485082063,195.37029979989447
2016-05-15 22:00:00,50.018388804394846,-88.28982720434493,188.32660481313462
2016-05-15 23:00:00,47.470675989233136,-92.40852172583564,187.34987370430193
2016-05-16 00:00:00,47.77724159265701,-92.87257054653634,188.42705373185038
2016-05-16 01:00:00,49.93316149495036,-91.11179544981408,190.9781184397148
2016-05-16 02:00:00,50.242781040383846,-91.00227195604029,191.48783403680798
2016-05-16 03:00:00,49.662098137871936,-91.68492153465252,191.0091178103964
2016-05-16 04:00:00,50.94879848974146,-90.45011058855935,192.34770756804227
2016-05-16 05:00:00,59.94558502452837,-81.47975511720462,201.37092516626137
2016-05-16 06:00:00,69.48741351323942,-71.95138836984565,210.9262153963245
2016-05-16 07:00:00,99.82742489772431,-41.618234348088805,241.27308414353743
2016-05-16 08:00:00,116.7608984905855,-24.688253880132862,258.2100508613039
